tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-0407,Rotterdam,20180212,Hard,105777,126094,6-3 6-4,3,QF,76.0,12.0,2.0,66.0,45.0,37.0,10.0,10.0,2.0,2.0,3.0,0.0,54.0,37.0,26.0,8.0,9.0,1.0,3.0,5.0,4425.0,34.0,1355.0
2018-0407,Rotterdam,20180212,Hard,105676,104607,W/O,3,QF,,,,,,,,,,,,,,,,,,,,7.0,3400.0,17.0,2320.0
2018-0407,Rotterdam,20180212,Hard,104312,106421,7-6(4) 4-6 6-3,3,QF,123.0,15.0,1.0,101.0,74.0,56.0,10.0,16.0,4.0,7.0,6.0,7.0,98.0,63.0,44.0,19.0,15.0,5.0,8.0,81.0,686.0,57.0,894.0
2018-0407,Rotterdam,20180212,Hard,103819,104898,4-6 6-1 6-1,3,QF,79.0,6.0,1.0,61.0,35.0,26.0,19.0,12.0,0.0,1.0,9.0,2.0,70.0,46.0,28.0,9.0,12.0,3.0,8.0,2.0,9605.0,42.0,1175.0
2018-0407,Rotterdam,20180212,Hard,105777,105676,6-3 0-1 RET,3,SF,61.0,6.0,4.0,48.0,32.0,22.0,8.0,5.0,6.0,6.0,4.0,0.0,32.0,18.0,14.0,7.0,5.0,1.0,2.0,5.0,4425.0,7.0,3400.0
2018-0407,Rotterdam,20180212,Hard,103819,104312,6-3 7-6(3),3,SF,84.0,9.0,2.0,67.0,42.0,32.0,14.0,10.0,2.0,3.0,7.0,0.0,69.0,43.0,29.0,11.0,11.0,2.0,5.0,2.0,9605.0,81.0,686.0
2018-0407,Rotterdam,20180212,Hard,103819,105777,6-2 6-2,3,F,55.0,3.0,0.0,39.0,24.0,20.0,12.0,8.0,0.0,0.0,1.0,3.0,49.0,29.0,18.0,9.0,8.0,4.0,8.0,2.0,9605.0,5.0,4425.0
2018-0499,Delray Beach,20180219,Hard,105223,104871,6-2 6-4,3,R32,67.0,7.0,0.0,50.0,38.0,30.0,5.0,9.0,3.0,4.0,5.0,3.0,47.0,30.0,21.0,6.0,9.0,1.0,5.0,10.0,2815.0,96.0,580.0
2018-0499,Delray Beach,20180219,Hard,126207,105051,6-2 2-6 6-2,3,R32,84.0,12.0,3.0,74.0,45.0,33.0,16.0,12.0,2.0,4.0,11.0,7.0,73.0,39.0,27.0,16.0,12.0,4.0,8.0,91.0,614.0,88.0,640.0
2018-0499,Delray Beach,20180219,Hard,105015,122330,6-2 7-5,3,R32,87.0,4.0,2.0,68.0,38.0,26.0,15.0,10.0,2.0,4.0,2.0,6.0,60.0,36.0,24.0,7.0,10.0,3.0,8.0,303.0,161.0,131.0,446.0
2018-0499,Delray Beach,20180219,Hard,111202,111815,3-6 6-3 6-1,3,R32,101.0,1.0,0.0,77.0,49.0,34.0,17.0,12.0,4.0,6.0,5.0,4.0,88.0,59.0,38.0,11.0,13.0,3.0,8.0,30.0,1472.0,115.0,503.0
2018-0499,Delray Beach,20180219,Hard,126203,105023,2-6 6-3 7-6(4),3,R32,108.0,10.0,3.0,98.0,68.0,52.0,15.0,15.0,6.0,8.0,9.0,5.0,88.0,44.0,34.0,28.0,14.0,2.0,3.0,85.0,664.0,12.0,2595.0
2018-0499,Delray Beach,20180219,Hard,104022,104534,7-5 6-4,3,R32,98.0,2.0,4.0,71.0,45.0,31.0,16.0,11.0,3.0,4.0,4.0,9.0,86.0,46.0,32.0,18.0,11.0,7.0,10.0,93.0,604.0,97.0,570.0
2018-0499,Delray Beach,20180219,Hard,133430,103333,7-5 7-6(4),3,R32,113.0,4.0,10.0,83.0,46.0,36.0,20.0,12.0,11.0,12.0,13.0,8.0,84.0,44.0,34.0,19.0,12.0,3.0,5.0,46.0,1031.0,78.0,680.0
2018-0499,Delray Beach,20180219,Hard,111577,105166,7-6(6) 6-1,3,R32,81.0,8.0,1.0,59.0,35.0,30.0,15.0,10.0,0.0,0.0,3.0,0.0,62.0,38.0,26.0,11.0,9.0,5.0,7.0,57.0,878.0,143.0,393.0
2018-0499,Delray Beach,20180219,Hard,105683,106121,6-1 7-5,3,R32,84.0,9.0,3.0,51.0,20.0,17.0,20.0,10.0,0.0,1.0,3.0,5.0,52.0,22.0,15.0,14.0,9.0,4.0,8.0,32.0,1400.0,105.0,539.0
2018-0499,Delray Beach,20180219,Hard,105449,105932,6-3 6-4,3,R32,70.0,10.0,5.0,62.0,33.0,26.0,16.0,10.0,5.0,6.0,2.0,1.0,59.0,41.0,23.0,9.0,9.0,2.0,5.0,51.0,975.0,77.0,686.0
2018-0499,Delray Beach,20180219,Hard,105385,106368,6-1 6-2,3,R32,68.0,1.0,4.0,40.0,21.0,17.0,12.0,7.0,1.0,1.0,2.0,4.0,69.0,38.0,20.0,11.0,8.0,6.0,11.0,75.0,701.0,140.0,405.0
2018-0499,Delray Beach,20180219,Hard,105539,105985,6-4 6-2,3,R32,78.0,6.0,4.0,58.0,32.0,24.0,12.0,9.0,6.0,8.0,1.0,1.0,58.0,42.0,21.0,6.0,9.0,3.0,8.0,76.0,694.0,188.0,287.0
2018-0499,Delray Beach,20180219,Hard,104545,105430,5-7 6-3 6-4,3,R32,124.0,21.0,2.0,93.0,57.0,44.0,21.0,16.0,3.0,5.0,1.0,4.0,92.0,68.0,45.0,14.0,15.0,5.0,8.0,18.0,2205.0,87.0,643.0
2018-0499,Delray Beach,20180219,Hard,105376,105041,3-6 7-5 6-1,3,R32,101.0,10.0,8.0,91.0,45.0,36.0,24.0,14.0,5.0,7.0,11.0,6.0,85.0,45.0,31.0,19.0,14.0,9.0,13.0,64.0,821.0,98.0,561.0
2018-0499,Delray Beach,20180219,Hard,124187,105992,7-6(5) 7-6(6),3,R32,95.0,15.0,4.0,77.0,46.0,36.0,19.0,12.0,0.0,1.0,5.0,5.0,78.0,51.0,39.0,15.0,12.0,3.0,4.0,228.0,231.0,58.0,875.0
2018-0499,Delray Beach,20180219,Hard,106058,105441,6-4 6-4,3,R32,79.0,2.0,6.0,71.0,44.0,36.0,13.0,10.0,4.0,4.0,6.0,1.0,55.0,39.0,25.0,11.0,10.0,0.0,2.0,8.0,2880.0,225.0,233.0
2018-0499,Delray Beach,20180219,Hard,126207,105223,7-6(6) 4-6 7-5,3,R16,146.0,17.0,4.0,124.0,90.0,63.0,17.0,17.0,14.0,16.0,13.0,3.0,111.0,76.0,51.0,22.0,17.0,6.0,8.0,91.0,614.0,10.0,2815.0
2018-0499,Delray Beach,20180219,Hard,111202,105015,6-4 7-6(4),3,R16,113.0,1.0,4.0,70.0,37.0,26.0,18.0,11.0,4.0,8.0,5.0,8.0,89.0,59.0,36.0,9.0,11.0,11.0,16.0,30.0,1472.0,303.0,161.0
2018-0499,Delray Beach,20180219,Hard,126203,104022,6-1 4-6 6-3,3,R16,109.0,13.0,4.0,79.0,52.0,40.0,10.0,13.0,6.0,8.0,6.0,6.0,82.0,46.0,32.0,14.0,13.0,4.0,9.0,85.0,664.0,93.0,604.0
2018-0499,Delray Beach,20180219,Hard,133430,111577,6-7(6) 6-4 6-4,3,R16,144.0,13.0,7.0,98.0,60.0,47.0,23.0,16.0,4.0,5.0,6.0,5.0,109.0,61.0,43.0,27.0,16.0,6.0,9.0,46.0,1031.0,57.0,878.0
2018-0499,Delray Beach,20180219,Hard,105449,105683,6-2 6-4,3,R16,72.0,4.0,4.0,49.0,29.0,25.0,12.0,9.0,1.0,1.0,11.0,5.0,57.0,30.0,20.0,14.0,9.0,5.0,8.0,51.0,975.0,32.0,1400.0
2018-0499,Delray Beach,20180219,Hard,105539,105385,7-6(6) 6-3,3,R16,93.0,5.0,3.0,80.0,49.0,36.0,19.0,11.0,6.0,7.0,6.0,9.0,63.0,32.0,28.0,13.0,10.0,0.0,2.0,76.0,694.0,75.0,701.0
2018-0499,Delray Beach,20180219,Hard,105376,104545,7-6(3) 6-7(4) 7-6(5),3,R16,151.0,6.0,5.0,124.0,58.0,49.0,41.0,18.0,3.0,3.0,30.0,1.0,115.0,80.0,67.0,20.0,18.0,1.0,1.0,64.0,821.0,18.0,2205.0
2018-0499,Delray Beach,20180219,Hard,124187,106058,4-6 7-5 6-3,3,R16,133.0,17.0,5.0,96.0,56.0,44.0,20.0,16.0,5.0,7.0,4.0,7.0,92.0,61.0,47.0,11.0,15.0,8.0,11.0,228.0,231.0,8.0,2880.0
2018-0499,Delray Beach,20180219,Hard,126207,111202,5-7 6-4 6-4,3,QF,148.0,14.0,4.0,114.0,68.0,45.0,28.0,16.0,10.0,12.0,8.0,5.0,100.0,65.0,49.0,15.0,16.0,5.0,8.0,91.0,614.0,30.0,1472.0
2018-0499,Delray Beach,20180219,Hard,133430,126203,7-5 6-4,3,QF,76.0,9.0,7.0,61.0,36.0,31.0,14.0,11.0,2.0,2.0,1.0,2.0,58.0,37.0,30.0,10.0,11.0,0.0,2.0,46.0,1031.0,85.0,664.0
2018-0499,Delray Beach,20180219,Hard,105449,105539,6-1 6-4,3,QF,79.0,9.0,5.0,66.0,37.0,30.0,15.0,9.0,7.0,7.0,3.0,1.0,53.0,33.0,17.0,12.0,8.0,2.0,5.0,51.0,975.0,76.0,694.0
2018-0499,Delray Beach,20180219,Hard,105376,124187,7-6(5) 6-3,3,QF,78.0,7.0,1.0,63.0,31.0,28.0,21.0,11.0,0.0,0.0,15.0,4.0,65.0,35.0,28.0,16.0,10.0,8.0,9.0,64.0,821.0,228.0,231.0
2018-0499,Delray Beach,20180219,Hard,126207,133430,7-5 6-4,3,SF,71.0,3.0,0.0,53.0,38.0,32.0,9.0,11.0,0.0,1.0,8.0,3.0,55.0,31.0,23.0,13.0,11.0,2.0,5.0,91.0,614.0,46.0,1031.0
2018-0499,Delray Beach,20180219,Hard,105376,105449,7-6(3) 6-3,3,SF,82.0,6.0,1.0,65.0,29.0,22.0,28.0,11.0,1.0,1.0,15.0,3.0,61.0,36.0,28.0,13.0,10.0,1.0,2.0,64.0,821.0,51.0,975.0
2018-0499,Delray Beach,20180219,Hard,126207,105376,6-1 6-4,3,F,61.0,13.0,7.0,53.0,27.0,24.0,13.0,9.0,4.0,5.0,2.0,1.0,44.0,21.0,14.0,9.0,8.0,2.0,6.0,91.0,614.0,64.0,821.0
2018-0496,Marseille,20180219,Hard,125802,111513,6-3 6-1,3,R32,79.0,1.0,0.0,62.0,40.0,29.0,12.0,8.0,4.0,4.0,2.0,4.0,55.0,33.0,19.0,7.0,8.0,9.0,13.0,193.0,275.0,90.0,626.0
2018-0496,Marseille,20180219,Hard,103917,126774,7-5 7-6(4),3,R32,86.0,10.0,1.0,64.0,42.0,39.0,14.0,12.0,0.0,0.0,10.0,1.0,72.0,42.0,34.0,16.0,12.0,1.0,2.0,100.0,551.0,80.0,678.0
2018-0496,Marseille,20180219,Hard,104180,104660,7-5 6-3,3,R32,79.0,15.0,1.0,63.0,43.0,36.0,13.0,11.0,7.0,7.0,11.0,0.0,58.0,35.0,26.0,12.0,10.0,3.0,5.0,28.0,1535.0,118.0,498.0
2018-0496,Marseille,20180219,Hard,105732,105613,6-2 7-6(3),3,R32,88.0,9.0,1.0,70.0,43.0,37.0,13.0,10.0,2.0,2.0,8.0,2.0,65.0,37.0,28.0,12.0,10.0,2.0,4.0,99.0,555.0,136.0,428.0
2018-0496,Marseille,20180219,Hard,104468,109739,7-6(3) 7-6(4),3,R32,112.0,5.0,3.0,78.0,51.0,37.0,14.0,12.0,2.0,4.0,3.0,1.0,76.0,49.0,35.0,14.0,12.0,1.0,3.0,66.0,790.0,70.0,734.0
2018-0496,Marseille,20180219,Hard,105936,105311,3-6 6-4 6-4,3,R32,117.0,6.0,2.0,93.0,58.0,39.0,21.0,15.0,2.0,5.0,6.0,1.0,85.0,54.0,36.0,17.0,14.0,0.0,3.0,36.0,1320.0,71.0,730.0
2018-0496,Marseille,20180219,Hard,106000,105062,6-7(6) 7-6(3) 6-1,3,R32,175.0,7.0,6.0,120.0,63.0,42.0,32.0,16.0,8.0,10.0,2.0,0.0,116.0,76.0,43.0,21.0,15.0,9.0,13.0,29.0,1490.0,89.0,638.0
2018-0496,Marseille,20180219,Hard,105341,200000,6-3 6-4,3,R32,79.0,1.0,3.0,67.0,52.0,34.0,9.0,10.0,3.0,4.0,7.0,0.0,55.0,31.0,21.0,12.0,9.0,3.0,6.0,81.0,676.0,167.0,327.0
2018-0496,Marseille,20180219,Hard,105882,200384,6-2 6-2,3,R32,59.0,7.0,2.0,42.0,24.0,20.0,12.0,8.0,0.0,0.0,4.0,1.0,55.0,26.0,16.0,11.0,8.0,2.0,6.0,129.0,448.0,1341.0,3.0
2018-0496,Marseille,20180219,Hard,111575,105074,6-3 7-6(2),3,R32,77.0,15.0,0.0,66.0,52.0,41.0,9.0,10.0,4.0,4.0,8.0,0.0,70.0,51.0,39.0,8.0,11.0,1.0,3.0,47.0,1030.0,113.0,518.0
2018-0496,Marseille,20180219,Hard,104999,104882,6-4 6-4,3,R32,72.0,6.0,1.0,50.0,32.0,25.0,9.0,10.0,0.0,2.0,2.0,1.0,67.0,49.0,29.0,7.0,10.0,7.0,11.0,53.0,952.0,109.0,526.0
2018-0496,Marseille,20180219,Hard,103898,104291,6-4 6-3,3,R32,77.0,6.0,1.0,57.0,35.0,26.0,13.0,9.0,3.0,3.0,3.0,0.0,62.0,37.0,26.0,9.0,10.0,4.0,7.0,56.0,882.0,116.0,501.0
2018-0496,Marseille,20180219,Hard,125802,104527,6-4 1-1 RET,3,R16,54.0,3.0,2.0,39.0,25.0,18.0,8.0,6.0,3.0,4.0,3.0,1.0,47.0,27.0,16.0,10.0,6.0,7.0,9.0,193.0,275.0,13.0,2475.0
2018-0496,Marseille,20180219,Hard,103917,104180,3-6 6-2 6-4,3,R16,100.0,8.0,5.0,72.0,45.0,37.0,15.0,13.0,0.0,1.0,17.0,2.0,75.0,48.0,39.0,12.0,14.0,3.0,6.0,100.0,551.0,28.0,1535.0
2018-0496,Marseille,20180219,Hard,106298,105732,3-6 7-6(6) 6-4,3,R16,125.0,10.0,6.0,92.0,51.0,42.0,23.0,15.0,2.0,4.0,15.0,6.0,100.0,63.0,50.0,17.0,16.0,2.0,4.0,16.0,2335.0,99.0,555.0
2018-0496,Marseille,20180219,Hard,105936,104468,6-3 6-3,3,R16,81.0,2.0,3.0,64.0,33.0,25.0,14.0,9.0,3.0,5.0,4.0,4.0,59.0,34.0,22.0,7.0,9.0,5.0,10.0,36.0,1320.0,66.0,790.0
2018-0496,Marseille,20180219,Hard,106000,105341,6-7(5) 7-6(7) 7-6(5),3,R16,176.0,8.0,3.0,129.0,89.0,60.0,22.0,18.0,4.0,8.0,2.0,5.0,134.0,94.0,58.0,23.0,18.0,6.0,10.0,29.0,1490.0,81.0,676.0
2018-0496,Marseille,20180219,Hard,104607,105882,5-7 7-6(4) 6-3,3,R16,133.0,12.0,0.0,97.0,62.0,46.0,19.0,16.0,3.0,5.0,18.0,4.0,103.0,59.0,45.0,22.0,17.0,4.0,7.0,17.0,2230.0,129.0,448.0
2018-0496,Marseille,20180219,Hard,111575,104999,6-2 6-1,3,R16,50.0,4.0,0.0,43.0,24.0,20.0,14.0,8.0,2.0,2.0,5.0,0.0,42.0,23.0,13.0,8.0,7.0,0.0,4.0,47.0,1030.0,53.0,952.0
2018-0496,Marseille,20180219,Hard,103898,105138,7-6(2) 7-6(5),3,R16,131.0,25.0,6.0,112.0,68.0,54.0,19.0,12.0,8.0,9.0,7.0,0.0,79.0,46.0,36.0,20.0,12.0,3.0,4.0,56.0,882.0,22.0,1845.0
2018-0496,Marseille,20180219,Hard,125802,103917,4-6 6-3 7-5,3,QF,118.0,13.0,2.0,88.0,53.0,43.0,20.0,16.0,2.0,4.0,5.0,3.0,107.0,79.0,51.0,13.0,15.0,10.0,13.0,193.0,275.0,100.0,551.0
2018-0496,Marseille,20180219,Hard,106298,105936,7-6(5) 3-6 6-4,3,QF,114.0,20.0,4.0,97.0,58.0,44.0,24.0,15.0,3.0,4.0,9.0,1.0,89.0,63.0,51.0,17.0,16.0,1.0,2.0,16.0,2335.0,36.0,1320.0
2018-0496,Marseille,20180219,Hard,104607,106000,7-6(4) 0-0 RET,3,QF,56.0,5.0,0.0,40.0,31.0,24.0,5.0,6.0,1.0,2.0,0.0,1.0,49.0,33.0,21.0,9.0,6.0,4.0,5.0,17.0,2230.0,29.0,1490.0
2018-0496,Marseille,20180219,Hard,111575,103898,6-4 6-4,3,QF,83.0,16.0,3.0,59.0,41.0,34.0,8.0,10.0,1.0,2.0,6.0,2.0,76.0,45.0,29.0,13.0,10.0,8.0,11.0,47.0,1030.0,56.0,882.0
2018-0496,Marseille,20180219,Hard,106298,125802,6-3 7-6(6),3,SF,86.0,10.0,3.0,83.0,44.0,38.0,15.0,11.0,5.0,7.0,8.0,0.0,58.0,34.0,27.0,10.0,10.0,1.0,4.0,16.0,2335.0,193.0,275.0
2018-0496,Marseille,20180219,Hard,111575,104607,6-3 6-2,3,SF,74.0,8.0,1.0,46.0,29.0,26.0,9.0,8.0,3.0,3.0,3.0,2.0,75.0,48.0,32.0,6.0,9.0,10.0,14.0,47.0,1030.0,17.0,2230.0
2018-0496,Marseille,20180219,Hard,111575,106298,7-5 3-6 7-5,3,F,109.0,16.0,2.0,80.0,54.0,41.0,18.0,16.0,1.0,3.0,13.0,4.0,101.0,61.0,47.0,21.0,17.0,7.0,10.0,47.0,1030.0,16.0,2335.0
2018-6932,Rio De Janeiro,20180219,Clay,106233,105583,6-2 7-5,3,R32,77.0,2.0,2.0,56.0,30.0,24.0,17.0,10.0,2.0,3.0,1.0,1.0,58.0,36.0,19.0,13.0,10.0,7.0,11.0,6.0,4220.0,84.0,666.0
2018-6932,Rio De Janeiro,20180219,Clay,104665,105589,7-5 6-2,3,R32,91.0,0.0,2.0,63.0,46.0,32.0,8.0,10.0,4.0,6.0,0.0,2.0,55.0,34.0,16.0,12.0,10.0,3.0,8.0,1821.0,1.0,110.0,525.0
2018-6932,Rio De Janeiro,20180219,Clay,106044,103607,6-3 6-3,3,R32,80.0,1.0,2.0,46.0,28.0,23.0,10.0,9.0,0.0,1.0,2.0,1.0,60.0,33.0,19.0,12.0,9.0,1.0,5.0,86.0,660.0,138.0,412.0
2018-6932,Rio De Janeiro,20180219,Clay,104269,104919,6-2 3-6 6-3,3,R32,116.0,4.0,6.0,81.0,50.0,40.0,16.0,13.0,5.0,6.0,4.0,5.0,78.0,44.0,30.0,19.0,13.0,2.0,5.0,40.0,1260.0,49.0,999.0
2018-6932,Rio De Janeiro,20180219,Clay,105807,106065,6-4 6-1,3,R32,63.0,0.0,2.0,53.0,41.0,29.0,6.0,8.0,4.0,5.0,2.0,1.0,54.0,36.0,22.0,3.0,9.0,6.0,11.0,11.0,2660.0,102.0,543.0
2018-6932,Rio De Janeiro,20180219,Clay,105379,104890,7-5 6-0,3,R32,79.0,6.0,0.0,42.0,15.0,13.0,24.0,9.0,0.0,0.0,4.0,3.0,62.0,31.0,24.0,8.0,9.0,6.0,10.0,43.0,1098.0,417.0,91.0
2018-6932,Rio De Janeiro,20180219,Clay,105815,106148,4-6 6-1 4-3 RET,3,R32,109.0,8.0,2.0,72.0,36.0,28.0,20.0,12.0,2.0,4.0,0.0,2.0,63.0,39.0,29.0,9.0,12.0,2.0,6.0,60.0,860.0,72.0,728.0
2018-6932,Rio De Janeiro,20180219,Clay,104926,105064,6-7(5) 7-5 6-2,3,R32,170.0,4.0,10.0,98.0,60.0,39.0,16.0,16.0,2.0,7.0,3.0,2.0,122.0,69.0,41.0,20.0,16.0,15.0,23.0,21.0,1850.0,123.0,463.0
2018-6932,Rio De Janeiro,20180219,Clay,104655,106329,6-7(5) 7-6(10) 6-3,3,R32,161.0,11.0,7.0,108.0,60.0,48.0,22.0,17.0,3.0,7.0,9.0,2.0,100.0,64.0,44.0,15.0,16.0,1.0,6.0,33.0,1380.0,104.0,540.0
2018-6932,Rio De Janeiro,20180219,Clay,105671,105550,6-4 5-7 7-5,3,R32,172.0,4.0,5.0,108.0,56.0,39.0,24.0,17.0,4.0,9.0,3.0,4.0,99.0,57.0,36.0,21.0,17.0,5.0,11.0,114.0,518.0,55.0,905.0
2018-6932,Rio De Janeiro,20180219,Clay,111797,104198,6-3 7-6(3),3,R32,98.0,4.0,1.0,68.0,34.0,28.0,23.0,11.0,4.0,4.0,7.0,6.0,73.0,43.0,34.0,13.0,10.0,4.0,5.0,94.0,596.0,67.0,785.0
2018-6932,Rio De Janeiro,20180219,Clay,105077,104297,6-3 3-6 6-4,3,R32,147.0,2.0,2.0,87.0,52.0,37.0,17.0,14.0,4.0,7.0,3.0,4.0,86.0,48.0,36.0,17.0,14.0,4.0,8.0,19.0,1985.0,106.0,531.0
2018-6932,Rio De Janeiro,20180219,Clay,106043,134770,4-1 RET,3,R32,29.0,1.0,0.0,9.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,21.0,9.0,6.0,3.0,3.0,1.0,3.0,23.0,1810.0,120.0,467.0
2018-6932,Rio De Janeiro,20180219,Clay,105643,106210,6-2 3-2 RET,3,R32,65.0,5.0,3.0,51.0,33.0,26.0,7.0,6.0,7.0,7.0,2.0,5.0,43.0,22.0,12.0,11.0,7.0,0.0,3.0,63.0,825.0,61.0,850.0
2018-6932,Rio De Janeiro,20180219,Clay,104792,104547,7-5 3-6 7-5,3,R32,139.0,10.0,3.0,95.0,62.0,46.0,19.0,17.0,1.0,4.0,5.0,2.0,97.0,58.0,41.0,22.0,16.0,4.0,7.0,39.0,1265.0,68.0,768.0
2018-6932,Rio De Janeiro,20180219,Clay,105227,104122,6-3 6-2,3,R32,79.0,4.0,1.0,54.0,27.0,24.0,15.0,9.0,3.0,3.0,1.0,3.0,55.0,42.0,27.0,3.0,8.0,2.0,5.0,3.0,4960.0,139.0,410.0
2018-6932,Rio De Janeiro,20180219,Clay,106233,104665,4-2 RET,3,R16,36.0,1.0,0.0,16.0,10.0,6.0,4.0,3.0,1.0,2.0,0.0,1.0,37.0,23.0,13.0,4.0,3.0,3.0,5.0,6.0,4220.0,1821.0,1.0
2018-6932,Rio De Janeiro,20180219,Clay,104269,106044,6-7(3) 6-2 6-0,3,R16,126.0,7.0,3.0,92.0,64.0,44.0,13.0,13.0,4.0,5.0,3.0,6.0,84.0,52.0,32.0,10.0,13.0,3.0,9.0,40.0,1260.0,86.0,660.0
2018-6932,Rio De Janeiro,20180219,Clay,105379,105807,6-2 5-7 6-2,3,R16,147.0,9.0,1.0,106.0,61.0,36.0,22.0,14.0,10.0,15.0,2.0,4.0,90.0,52.0,25.0,16.0,14.0,7.0,15.0,43.0,1098.0,11.0,2660.0
2018-6932,Rio De Janeiro,20180219,Clay,104926,105815,4-6 6-4 7-6(6),3,R16,137.0,1.0,5.0,93.0,55.0,38.0,26.0,16.0,2.0,4.0,9.0,0.0,92.0,59.0,42.0,20.0,16.0,2.0,4.0,21.0,1850.0,60.0,860.0
2018-6932,Rio De Janeiro,20180219,Clay,104655,105671,7-5 6-1,3,R16,96.0,1.0,3.0,54.0,35.0,26.0,10.0,10.0,1.0,3.0,1.0,6.0,56.0,25.0,16.0,11.0,9.0,5.0,10.0,33.0,1380.0,114.0,518.0
2018-6932,Rio De Janeiro,20180219,Clay,111797,105077,7-5 6-3,3,R16,102.0,6.0,4.0,62.0,35.0,27.0,13.0,11.0,2.0,4.0,1.0,2.0,74.0,39.0,23.0,16.0,10.0,7.0,11.0,94.0,596.0,19.0,1985.0
2018-6932,Rio De Janeiro,20180219,Clay,106043,105643,6-2 6-3,3,R16,76.0,1.0,1.0,49.0,28.0,21.0,7.0,9.0,3.0,6.0,2.0,5.0,54.0,26.0,13.0,8.0,8.0,3.0,9.0,23.0,1810.0,63.0,825.0
2018-6932,Rio De Janeiro,20180219,Clay,104792,105227,6-3 7-6(8),3,R16,125.0,8.0,8.0,78.0,46.0,35.0,15.0,10.0,4.0,6.0,2.0,3.0,88.0,41.0,27.0,23.0,11.0,7.0,11.0,39.0,1265.0,3.0,4960.0
2018-6932,Rio De Janeiro,20180219,Clay,104269,106233,6-4 6-0,3,QF,86.0,4.0,2.0,60.0,37.0,31.0,9.0,8.0,4.0,4.0,6.0,3.0,64.0,39.0,22.0,9.0,8.0,9.0,13.0,40.0,1260.0,6.0,4220.0
2018-6932,Rio De Janeiro,20180219,Clay,104926,105379,6-7(3) 6-3 6-1,3,QF,154.0,1.0,2.0,102.0,63.0,41.0,27.0,14.0,11.0,12.0,3.0,3.0,108.0,58.0,42.0,19.0,14.0,8.0,13.0,21.0,1850.0,43.0,1098.0
2018-6932,Rio De Janeiro,20180219,Clay,111797,104655,7-5 6-3,3,QF,83.0,4.0,2.0,72.0,50.0,35.0,14.0,11.0,4.0,4.0,2.0,3.0,54.0,36.0,27.0,10.0,10.0,2.0,4.0,94.0,596.0,33.0,1380.0
2018-6932,Rio De Janeiro,20180219,Clay,106043,104792,6-3 6-4,3,QF,83.0,3.0,1.0,65.0,36.0,26.0,12.0,10.0,0.0,2.0,5.0,7.0,58.0,33.0,22.0,9.0,9.0,3.0,7.0,23.0,1810.0,39.0,1265.0
2018-6932,Rio De Janeiro,20180219,Clay,104269,104926,6-1 7-5,3,SF,75.0,1.0,4.0,52.0,29.0,22.0,12.0,9.0,3.0,4.0,0.0,2.0,59.0,41.0,22.0,7.0,10.0,1.0,6.0,40.0,1260.0,21.0,1850.0
2018-6932,Rio De Janeiro,20180219,Clay,106043,111797,7-5 6-2,3,SF,77.0,6.0,5.0,67.0,38.0,28.0,15.0,10.0,6.0,7.0,6.0,5.0,57.0,39.0,23.0,8.0,10.0,4.0,8.0,23.0,1810.0,94.0,596.0
2018-6932,Rio De Janeiro,20180219,Clay,106043,104269,6-2 6-3,3,F,83.0,2.0,4.0,69.0,35.0,26.0,17.0,9.0,8.0,9.0,3.0,3.0,51.0,27.0,18.0,7.0,8.0,1.0,5.0,23.0,1810.0,40.0,1260.0
