tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-0321,Stuttgart,20180611,Grass,105683,105916,6-2 6-4,3,R16,51.0,19.0,2.0,43.0,28.0,24.0,12.0,9.0,0.0,0.0,3.0,3.0,45.0,30.0,22.0,5.0,9.0,0.0,3.0,35.0,1255.0,46.0,1087.0
2018-0321,Stuttgart,20180611,Grass,103852,104468,7-6(6) 6-4,3,R16,95.0,16.0,4.0,73.0,53.0,41.0,10.0,11.0,3.0,4.0,8.0,1.0,73.0,39.0,27.0,22.0,11.0,2.0,4.0,33.0,1295.0,55.0,950.0
2018-0321,Stuttgart,20180611,Grass,106401,109739,6-4 4-6 6-3,3,R16,87.0,20.0,6.0,86.0,54.0,43.0,17.0,15.0,3.0,4.0,18.0,3.0,85.0,54.0,40.0,16.0,14.0,1.0,3.0,24.0,1585.0,50.0,999.0
2018-0321,Stuttgart,20180611,Grass,105550,105432,7-6(4) 6-3,3,R16,89.0,2.0,2.0,68.0,44.0,36.0,13.0,11.0,2.0,2.0,3.0,2.0,63.0,38.0,29.0,12.0,10.0,4.0,5.0,75.0,745.0,169.0,335.0
2018-0321,Stuttgart,20180611,Grass,103819,104999,3-6 6-4 6-2,3,R16,93.0,5.0,1.0,71.0,48.0,36.0,13.0,13.0,3.0,5.0,7.0,2.0,88.0,52.0,34.0,19.0,14.0,6.0,10.0,2.0,8670.0,54.0,950.0
2018-0321,Stuttgart,20180611,Grass,106298,104797,6-4 6-7(5) 6-3,3,QF,123.0,20.0,5.0,113.0,64.0,55.0,24.0,16.0,4.0,4.0,7.0,1.0,106.0,66.0,49.0,23.0,15.0,10.0,12.0,17.0,2030.0,100.0,567.0
2018-0321,Stuttgart,20180611,Grass,105683,104607,7-6(2) 7-6(1),3,QF,92.0,24.0,3.0,77.0,56.0,45.0,14.0,12.0,2.0,2.0,9.0,1.0,64.0,41.0,34.0,15.0,12.0,0.0,0.0,35.0,1255.0,19.0,1715.0
2018-0321,Stuttgart,20180611,Grass,106401,103852,6-4 3-6 6-3,3,QF,82.0,20.0,5.0,73.0,49.0,42.0,14.0,14.0,0.0,1.0,13.0,5.0,71.0,46.0,38.0,14.0,14.0,0.0,2.0,24.0,1585.0,33.0,1295.0
2018-0321,Stuttgart,20180611,Grass,103819,105550,6-4 6-4,3,QF,65.0,4.0,0.0,56.0,35.0,29.0,15.0,10.0,2.0,2.0,6.0,1.0,57.0,37.0,24.0,14.0,10.0,4.0,6.0,2.0,8670.0,75.0,745.0
2018-0321,Stuttgart,20180611,Grass,105683,106298,6-4 7-6(3),3,SF,94.0,19.0,2.0,65.0,37.0,32.0,21.0,11.0,1.0,1.0,7.0,4.0,75.0,43.0,39.0,13.0,11.0,2.0,3.0,35.0,1255.0,17.0,2030.0
2018-0321,Stuttgart,20180611,Grass,103819,106401,6-7(2) 6-2 7-6(5),3,SF,111.0,12.0,2.0,86.0,54.0,46.0,24.0,16.0,0.0,0.0,23.0,8.0,112.0,79.0,58.0,16.0,16.0,2.0,4.0,2.0,8670.0,24.0,1585.0
2018-0321,Stuttgart,20180611,Grass,103819,105683,6-4 7-6(3),3,F,78.0,4.0,0.0,66.0,44.0,38.0,13.0,11.0,2.0,2.0,14.0,3.0,61.0,44.0,34.0,10.0,11.0,0.0,1.0,2.0,8670.0,35.0,1255.0
2018-0500,Halle,20180618,Grass,106432,100644,6-1 6-4,3,R32,84.0,4.0,1.0,59.0,37.0,24.0,15.0,9.0,5.0,6.0,2.0,2.0,53.0,39.0,23.0,4.0,8.0,3.0,7.0,34.0,1245.0,3.0,5965.0
2018-0500,Halle,20180618,Grass,105932,200484,6-4 7-6(5),3,R32,90.0,6.0,5.0,82.0,47.0,31.0,24.0,11.0,6.0,7.0,9.0,5.0,75.0,44.0,32.0,15.0,11.0,4.0,6.0,85.0,667.0,286.0,189.0
2018-0500,Halle,20180618,Grass,104312,126610,6-3 7-5,3,R32,94.0,4.0,0.0,55.0,41.0,36.0,10.0,11.0,0.0,0.0,11.0,1.0,83.0,43.0,28.0,22.0,10.0,9.0,11.0,50.0,1000.0,81.0,714.0
2018-0500,Halle,20180618,Grass,104252,104755,6-2 6-2,3,R32,62.0,7.0,0.0,45.0,21.0,20.0,14.0,8.0,1.0,1.0,2.0,1.0,56.0,33.0,20.0,8.0,8.0,5.0,9.0,82.0,691.0,25.0,1555.0
2018-0500,Halle,20180618,Grass,105138,105526,6-4 6-1,3,R32,71.0,5.0,0.0,60.0,43.0,30.0,11.0,9.0,4.0,4.0,5.0,3.0,50.0,25.0,19.0,7.0,8.0,3.0,6.0,16.0,2030.0,67.0,865.0
2018-0500,Halle,20180618,Grass,104898,105311,4-6 7-5 6-4,3,R32,142.0,12.0,0.0,107.0,61.0,46.0,21.0,16.0,8.0,11.0,3.0,3.0,115.0,63.0,49.0,20.0,16.0,16.0,20.0,43.0,1120.0,47.0,1016.0
2018-0500,Halle,20180618,Grass,111575,104999,7-6(5) 6-3,3,R32,77.0,12.0,0.0,69.0,50.0,38.0,14.0,11.0,1.0,1.0,7.0,3.0,59.0,38.0,32.0,11.0,10.0,2.0,3.0,36.0,1220.0,65.0,880.0
2018-0500,Halle,20180618,Grass,105453,104897,6-3 7-6(3),3,R32,83.0,3.0,1.0,61.0,34.0,23.0,19.0,11.0,0.0,2.0,6.0,2.0,69.0,45.0,29.0,10.0,10.0,4.0,7.0,27.0,1530.0,159.0,356.0
2018-0500,Halle,20180618,Grass,126774,106298,6-2 7-6(3),3,R32,109.0,8.0,2.0,60.0,36.0,31.0,16.0,10.0,3.0,3.0,3.0,6.0,77.0,35.0,28.0,16.0,10.0,3.0,5.0,35.0,1238.0,18.0,1870.0
2018-0500,Halle,20180618,Grass,106045,105041,6-4 6-4,3,R32,67.0,5.0,1.0,55.0,27.0,22.0,21.0,10.0,2.0,2.0,7.0,0.0,49.0,28.0,21.0,15.0,10.0,0.0,2.0,109.0,507.0,96.0,612.0
2018-0500,Halle,20180618,Grass,105216,109739,6-4 5-7 6-3,3,R32,134.0,6.0,1.0,88.0,56.0,40.0,19.0,15.0,4.0,7.0,12.0,5.0,93.0,56.0,37.0,17.0,16.0,3.0,8.0,52.0,980.0,49.0,1007.0
2018-0500,Halle,20180618,Grass,106233,104022,7-6(5) 6-2,3,R32,97.0,19.0,4.0,77.0,45.0,37.0,13.0,10.0,4.0,5.0,2.0,1.0,62.0,47.0,33.0,6.0,10.0,2.0,5.0,7.0,3835.0,94.0,616.0
2018-0500,Halle,20180618,Grass,104259,105916,4-6 6-3 2-1 RET,3,R32,120.0,3.0,1.0,86.0,51.0,33.0,19.0,11.0,6.0,8.0,1.0,3.0,69.0,41.0,29.0,13.0,11.0,3.0,6.0,24.0,1575.0,45.0,1087.0
2018-0500,Halle,20180618,Grass,105051,104291,6-0 7-6(2),3,R32,62.0,3.0,4.0,62.0,46.0,34.0,6.0,9.0,2.0,3.0,2.0,2.0,50.0,29.0,16.0,10.0,9.0,2.0,6.0,60.0,911.0,59.0,912.0
2018-0500,Halle,20180618,Grass,105332,105449,7-5 7-6(5),3,R32,90.0,9.0,6.0,80.0,39.0,26.0,23.0,12.0,6.0,8.0,3.0,4.0,78.0,52.0,33.0,11.0,12.0,0.0,3.0,48.0,1010.0,44.0,1110.0
2018-0500,Halle,20180618,Grass,103819,105379,6-3 6-4,3,R32,71.0,7.0,0.0,49.0,34.0,30.0,11.0,10.0,0.0,0.0,6.0,3.0,70.0,46.0,29.0,12.0,9.0,5.0,7.0,1.0,8920.0,72.0,770.0
2018-0500,Halle,20180618,Grass,106432,105932,6-4 6-2,3,R16,79.0,7.0,1.0,46.0,31.0,25.0,11.0,9.0,0.0,0.0,3.0,6.0,71.0,39.0,28.0,11.0,9.0,5.0,8.0,34.0,1245.0,85.0,667.0
2018-0500,Halle,20180618,Grass,104312,104252,6-2 6-4,3,R16,59.0,10.0,1.0,52.0,41.0,34.0,4.0,9.0,3.0,3.0,2.0,1.0,54.0,30.0,19.0,12.0,9.0,1.0,4.0,50.0,1000.0,82.0,691.0
2018-0500,Halle,20180618,Grass,105138,104898,6-4 7-5,3,R16,95.0,5.0,3.0,71.0,38.0,30.0,18.0,11.0,5.0,6.0,10.0,1.0,66.0,39.0,29.0,8.0,11.0,1.0,4.0,16.0,2030.0,43.0,1120.0
2018-0500,Halle,20180618,Grass,111575,105453,6-2 6-2,3,R16,77.0,7.0,0.0,50.0,32.0,23.0,11.0,8.0,1.0,1.0,1.0,1.0,64.0,34.0,20.0,14.0,8.0,7.0,11.0,36.0,1220.0,27.0,1530.0
2018-0500,Halle,20180618,Grass,106045,126774,6-3 6-4,3,R16,84.0,5.0,3.0,66.0,34.0,27.0,20.0,10.0,4.0,4.0,4.0,3.0,62.0,34.0,24.0,13.0,9.0,1.0,3.0,109.0,507.0,35.0,1238.0
2018-0500,Halle,20180618,Grass,105216,106233,6-2 7-5,3,R16,88.0,6.0,2.0,58.0,41.0,33.0,10.0,10.0,1.0,1.0,7.0,4.0,79.0,42.0,31.0,14.0,10.0,10.0,13.0,52.0,980.0,7.0,3835.0
2018-0500,Halle,20180618,Grass,105051,104259,4-6 6-1 6-2,3,R16,99.0,7.0,3.0,69.0,47.0,37.0,14.0,13.0,1.0,2.0,2.0,3.0,80.0,48.0,35.0,12.0,12.0,10.0,14.0,60.0,911.0,24.0,1575.0
2018-0500,Halle,20180618,Grass,103819,105332,6-3 3-6 7-6(7),3,R16,118.0,7.0,0.0,90.0,57.0,42.0,20.0,15.0,3.0,5.0,9.0,3.0,114.0,66.0,47.0,24.0,15.0,5.0,7.0,1.0,8920.0,48.0,1010.0
2018-0500,Halle,20180618,Grass,106432,104312,7-5 6-3,3,QF,84.0,5.0,0.0,52.0,32.0,28.0,12.0,10.0,0.0,0.0,2.0,2.0,69.0,38.0,26.0,17.0,11.0,5.0,8.0,34.0,1245.0,50.0,1000.0
2018-0500,Halle,20180618,Grass,105138,111575,6-3 6-7(3) 6-3,3,QF,131.0,3.0,0.0,106.0,77.0,57.0,16.0,16.0,8.0,9.0,7.0,4.0,95.0,62.0,49.0,12.0,14.0,4.0,7.0,16.0,2030.0,36.0,1220.0
2018-0500,Halle,20180618,Grass,106045,105216,6-2 7-5,3,QF,81.0,6.0,4.0,68.0,37.0,24.0,18.0,10.0,4.0,5.0,8.0,3.0,56.0,29.0,18.0,14.0,10.0,1.0,5.0,109.0,507.0,52.0,980.0
2018-0500,Halle,20180618,Grass,103819,105051,7-6(2) 7-5,3,QF,88.0,6.0,0.0,65.0,36.0,30.0,19.0,12.0,2.0,4.0,8.0,5.0,81.0,48.0,33.0,15.0,12.0,5.0,8.0,1.0,8920.0,60.0,911.0
2018-0500,Halle,20180618,Grass,106432,105138,2-3 RET,3,SF,23.0,4.0,0.0,12.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,0.0,14.0,8.0,8.0,4.0,3.0,0.0,0.0,34.0,1245.0,16.0,2030.0
2018-0500,Halle,20180618,Grass,103819,106045,7-6(1) 7-5,3,SF,87.0,12.0,3.0,75.0,50.0,42.0,13.0,12.0,6.0,7.0,8.0,3.0,74.0,45.0,36.0,14.0,12.0,1.0,3.0,1.0,8920.0,109.0,507.0
2018-0500,Halle,20180618,Grass,106432,103819,7-6(6) 3-6 6-2,3,F,126.0,11.0,0.0,98.0,73.0,54.0,12.0,14.0,3.0,4.0,12.0,1.0,88.0,62.0,54.0,11.0,15.0,1.0,3.0,34.0,1245.0,1.0,8920.0
2018-0311,London,20180618,Grass,105777,106000,6-3 6-7(4) 6-3,3,R32,121.0,9.0,5.0,94.0,61.0,51.0,15.0,16.0,6.0,8.0,1.0,6.0,106.0,65.0,44.0,21.0,14.0,11.0,15.0,5.0,4870.0,29.0,1495.0
2018-0311,London,20180618,Grass,104925,105357,6-2 6-1,3,R32,65.0,4.0,2.0,34.0,26.0,24.0,4.0,7.0,0.0,0.0,2.0,3.0,68.0,41.0,23.0,10.0,8.0,8.0,13.0,22.0,1665.0,63.0,901.0
2018-0311,London,20180618,Grass,105173,105554,6-4 0-6 7-5,3,R32,121.0,11.0,5.0,85.0,53.0,33.0,17.0,14.0,2.0,6.0,2.0,2.0,89.0,49.0,36.0,19.0,14.0,6.0,9.0,26.0,1535.0,340.0,138.0
2018-0311,London,20180618,Grass,103898,104607,7-5 3-6 6-3,3,R32,126.0,19.0,3.0,85.0,51.0,39.0,19.0,15.0,4.0,6.0,11.0,1.0,107.0,66.0,48.0,17.0,15.0,6.0,9.0,66.0,876.0,19.0,1715.0
2018-0311,London,20180618,Grass,104919,104731,7-6(4) 4-6 7-6(3),3,R32,144.0,6.0,1.0,109.0,78.0,59.0,21.0,17.0,1.0,2.0,26.0,2.0,97.0,73.0,59.0,16.0,17.0,2.0,2.0,38.0,1182.0,8.0,3635.0
2018-0311,London,20180618,Grass,126207,111577,6-4 7-6(4),3,R32,86.0,6.0,2.0,80.0,58.0,44.0,12.0,11.0,6.0,7.0,6.0,4.0,63.0,33.0,25.0,18.0,11.0,0.0,2.0,62.0,903.0,55.0,945.0
2018-0311,London,20180618,Grass,104871,105065,6-2 6-4,3,R32,65.0,6.0,2.0,46.0,33.0,29.0,8.0,9.0,0.0,0.0,2.0,1.0,68.0,43.0,27.0,12.0,9.0,4.0,7.0,61.0,910.0,121.0,454.0
2018-0311,London,20180618,Grass,106421,106058,7-5 6-3,3,R32,70.0,9.0,5.0,62.0,40.0,35.0,11.0,11.0,1.0,1.0,2.0,2.0,52.0,28.0,22.0,12.0,10.0,0.0,2.0,53.0,962.0,14.0,2110.0
2018-0311,London,20180618,Grass,106378,105992,7-6(4) 6-4,3,R32,97.0,6.0,2.0,60.0,31.0,28.0,19.0,11.0,0.0,1.0,7.0,0.0,88.0,57.0,40.0,13.0,11.0,3.0,5.0,17.0,1950.0,58.0,920.0
2018-0311,London,20180618,Grass,106401,104918,2-6 7-6(4) 7-5,3,R32,159.0,18.0,11.0,110.0,66.0,55.0,14.0,16.0,7.0,11.0,16.0,8.0,119.0,67.0,51.0,21.0,16.0,8.0,11.0,21.0,1675.0,156.0,360.0
2018-0311,London,20180618,Grass,105683,106026,6-1 3-1 RET,3,R32,45.0,13.0,2.0,29.0,24.0,21.0,3.0,6.0,0.0,0.0,0.0,2.0,39.0,27.0,15.0,4.0,5.0,3.0,6.0,31.0,1405.0,84.0,676.0
2018-0311,London,20180618,Grass,103852,105676,6-3 6-7(7) 6-3,3,R32,109.0,11.0,3.0,86.0,50.0,44.0,23.0,16.0,1.0,2.0,2.0,5.0,87.0,46.0,32.0,24.0,14.0,0.0,3.0,37.0,1190.0,9.0,3110.0
2018-0311,London,20180618,Grass,105023,126652,6-3 6-3,3,R32,64.0,16.0,1.0,56.0,38.0,33.0,9.0,9.0,2.0,2.0,5.0,2.0,60.0,30.0,22.0,13.0,9.0,4.0,7.0,13.0,2130.0,223.0,259.0
2018-0311,London,20180618,Grass,104527,111815,6-2 6-3,3,R32,56.0,13.0,2.0,48.0,29.0,25.0,11.0,9.0,0.0,0.0,2.0,5.0,54.0,26.0,17.0,13.0,8.0,5.0,8.0,261.0,210.0,80.0,718.0
2018-0311,London,20180618,Grass,104180,133430,7-6(7) 7-6(6),3,R32,101.0,13.0,3.0,73.0,47.0,45.0,15.0,12.0,0.0,0.0,14.0,2.0,83.0,58.0,46.0,14.0,12.0,3.0,3.0,46.0,1050.0,23.0,1608.0
2018-0311,London,20180618,Grass,105227,104269,6-3 6-4,3,R32,66.0,7.0,1.0,44.0,29.0,28.0,12.0,10.0,0.0,0.0,4.0,2.0,59.0,32.0,24.0,12.0,9.0,3.0,5.0,6.0,4860.0,33.0,1305.0
2018-0311,London,20180618,Grass,104925,105777,6-4 6-1,3,R16,65.0,3.0,4.0,52.0,34.0,30.0,10.0,9.0,1.0,1.0,8.0,5.0,48.0,26.0,16.0,11.0,8.0,3.0,6.0,22.0,1665.0,5.0,4870.0
2018-0311,London,20180618,Grass,105173,103898,7-6(4) 6-3,3,R16,110.0,1.0,4.0,86.0,51.0,37.0,17.0,10.0,9.0,10.0,11.0,3.0,74.0,48.0,33.0,10.0,11.0,3.0,6.0,26.0,1535.0,66.0,876.0
2018-0311,London,20180618,Grass,126207,104919,6-4 2-6 6-4,3,R16,110.0,10.0,2.0,85.0,51.0,41.0,17.0,14.0,4.0,6.0,10.0,2.0,78.0,51.0,42.0,14.0,14.0,5.0,7.0,62.0,903.0,38.0,1182.0
2018-0311,London,20180618,Grass,104871,106421,7-6(6) 6-3,3,R16,83.0,14.0,3.0,64.0,44.0,38.0,12.0,11.0,0.0,0.0,12.0,5.0,74.0,44.0,33.0,14.0,10.0,2.0,3.0,61.0,910.0,53.0,962.0
2018-0311,London,20180618,Grass,106401,106378,7-6(3) 6-7(5) 6-3,3,R16,131.0,32.0,6.0,102.0,72.0,63.0,16.0,17.0,1.0,1.0,10.0,3.0,110.0,67.0,52.0,24.0,16.0,5.0,6.0,21.0,1675.0,17.0,1950.0
2018-0311,London,20180618,Grass,103852,105683,W/O,3,R16,,,,,,,,,,,,,,,,,,,,37.0,1190.0,31.0,1405.0
2018-0311,London,20180618,Grass,105023,104527,7-5 6-7(3) 6-1,3,R16,115.0,25.0,3.0,113.0,67.0,54.0,24.0,16.0,12.0,13.0,8.0,2.0,89.0,56.0,43.0,16.0,15.0,3.0,7.0,13.0,2130.0,261.0,210.0
2018-0311,London,20180618,Grass,105227,104180,4-6 6-3 6-3,3,R16,102.0,19.0,1.0,73.0,48.0,42.0,15.0,14.0,3.0,4.0,17.0,3.0,91.0,68.0,49.0,7.0,14.0,7.0,10.0,6.0,4860.0,46.0,1050.0
2018-0311,London,20180618,Grass,104925,105173,7-5 6-1,3,QF,78.0,6.0,2.0,55.0,35.0,29.0,11.0,10.0,1.0,2.0,4.0,2.0,63.0,40.0,24.0,9.0,9.0,9.0,13.0,22.0,1665.0,26.0,1535.0
2018-0311,London,20180618,Grass,104871,126207,6-4 6-4,3,QF,84.0,8.0,2.0,70.0,49.0,38.0,11.0,10.0,9.0,9.0,9.0,3.0,64.0,43.0,31.0,11.0,10.0,7.0,9.0,61.0,910.0,62.0,903.0
2018-0311,London,20180618,Grass,106401,103852,7-6(5) 7-6(3),3,QF,95.0,32.0,4.0,89.0,66.0,53.0,11.0,12.0,3.0,3.0,16.0,2.0,70.0,49.0,44.0,11.0,12.0,1.0,1.0,21.0,1675.0,37.0,1190.0
2018-0311,London,20180618,Grass,105227,105023,7-6(3) 6-2,3,QF,78.0,10.0,2.0,60.0,33.0,30.0,15.0,10.0,0.0,0.0,7.0,1.0,68.0,42.0,32.0,9.0,10.0,3.0,5.0,6.0,4860.0,13.0,2130.0
2018-0311,London,20180618,Grass,104925,104871,7-6(5) 6-4,3,SF,92.0,4.0,0.0,59.0,40.0,33.0,16.0,11.0,0.0,0.0,5.0,2.0,75.0,52.0,40.0,10.0,11.0,2.0,3.0,22.0,1665.0,61.0,910.0
2018-0311,London,20180618,Grass,105227,106401,7-6(3) 7-6(4),3,SF,86.0,11.0,1.0,71.0,51.0,45.0,14.0,12.0,0.0,0.0,16.0,3.0,71.0,52.0,42.0,13.0,12.0,2.0,2.0,6.0,4860.0,21.0,1675.0
2018-0311,London,20180618,Grass,105227,104925,5-7 7-6(4) 6-3,3,F,177.0,18.0,6.0,113.0,54.0,46.0,34.0,17.0,5.0,6.0,12.0,5.0,109.0,81.0,62.0,14.0,16.0,7.0,8.0,6.0,4860.0,22.0,1665.0
2018-7650,Antalya,20180625,Grass,105657,117356,6-4 7-6(5),3,R32,73.0,11.0,2.0,63.0,39.0,34.0,16.0,11.0,1.0,1.0,7.0,3.0,58.0,34.0,30.0,15.0,11.0,0.0,1.0,95.0,607.0,247.0,231.0
2018-7650,Antalya,20180625,Grass,105732,105643,7-6(5) 6-4,3,R32,107.0,5.0,2.0,72.0,53.0,40.0,10.0,11.0,3.0,4.0,2.0,12.0,91.0,54.0,38.0,15.0,11.0,10.0,12.0,75.0,725.0,81.0,715.0
2018-7650,Antalya,20180625,Grass,105216,105550,6-4 3-6 6-4,3,R32,122.0,7.0,2.0,98.0,58.0,48.0,16.0,14.0,9.0,10.0,13.0,1.0,85.0,58.0,45.0,14.0,15.0,1.0,3.0,45.0,1050.0,72.0,770.0
2018-7650,Antalya,20180625,Grass,106210,111442,6-4 7-6(5),3,R32,116.0,11.0,4.0,94.0,67.0,48.0,15.0,11.0,9.0,9.0,6.0,2.0,71.0,53.0,42.0,7.0,11.0,1.0,2.0,103.0,550.0,99.0,575.0
2018-7650,Antalya,20180625,Grass,105932,106148,6-2 6-3,3,R32,53.0,2.0,7.0,49.0,28.0,23.0,10.0,9.0,0.0,1.0,3.0,1.0,43.0,27.0,15.0,8.0,8.0,4.0,8.0,76.0,722.0,74.0,729.0
2018-7650,Antalya,20180625,Grass,105583,106110,6-3 6-3,3,R32,60.0,7.0,1.0,52.0,39.0,32.0,7.0,9.0,1.0,1.0,1.0,3.0,62.0,35.0,25.0,13.0,9.0,5.0,8.0,57.0,920.0,301.0,175.0
2018-7650,Antalya,20180625,Grass,104898,104022,7-6(4) 6-7(5) 6-4,3,R32,154.0,18.0,0.0,120.0,81.0,60.0,23.0,17.0,10.0,11.0,5.0,3.0,109.0,64.0,46.0,30.0,17.0,2.0,4.0,44.0,1075.0,100.0,571.0
2018-7650,Antalya,20180625,Grass,104198,106121,6-4 6-7(7) 6-4,3,R32,146.0,4.0,5.0,100.0,59.0,50.0,18.0,16.0,6.0,8.0,7.0,8.0,107.0,57.0,40.0,29.0,16.0,4.0,8.0,69.0,834.0,87.0,656.0
2018-7650,Antalya,20180625,Grass,104882,104571,7-6(4) 6-3,3,R32,90.0,6.0,4.0,71.0,41.0,37.0,19.0,11.0,5.0,5.0,16.0,3.0,64.0,36.0,30.0,16.0,10.0,2.0,3.0,176.0,328.0,84.0,689.0
2018-7650,Antalya,20180625,Grass,105311,104252,6-2 6-2,3,R32,53.0,8.0,0.0,39.0,22.0,20.0,12.0,8.0,0.0,0.0,0.0,3.0,50.0,29.0,16.0,10.0,8.0,5.0,9.0,47.0,1016.0,89.0,646.0
2018-7650,Antalya,20180625,Grass,105806,103893,6-3 6-3,3,R32,70.0,7.0,0.0,45.0,33.0,28.0,9.0,9.0,0.0,0.0,3.0,4.0,61.0,30.0,21.0,12.0,9.0,5.0,8.0,78.0,719.0,86.0,668.0
2018-7650,Antalya,20180625,Grass,105575,105539,6-2 6-7(4) 6-3,3,R32,112.0,5.0,2.0,102.0,77.0,54.0,17.0,15.0,5.0,5.0,8.0,2.0,80.0,45.0,32.0,22.0,14.0,0.0,3.0,96.0,585.0,82.0,706.0
2018-7650,Antalya,20180625,Grass,106000,105657,4-6 6-4 6-4,3,R16,113.0,6.0,3.0,91.0,65.0,46.0,17.0,15.0,2.0,3.0,10.0,4.0,99.0,63.0,44.0,21.0,15.0,11.0,13.0,30.0,1460.0,95.0,607.0
2018-7650,Antalya,20180625,Grass,105732,105216,2-6 6-4 7-6(5),3,R16,128.0,9.0,6.0,104.0,68.0,46.0,20.0,15.0,5.0,8.0,4.0,3.0,93.0,63.0,50.0,13.0,15.0,1.0,3.0,75.0,725.0,45.0,1050.0
2018-7650,Antalya,20180625,Grass,106210,104269,6-3 7-5,3,R16,77.0,3.0,4.0,64.0,41.0,33.0,15.0,11.0,2.0,2.0,10.0,5.0,57.0,33.0,28.0,11.0,10.0,3.0,5.0,103.0,550.0,33.0,1305.0
2018-7650,Antalya,20180625,Grass,105932,105583,6-4 2-6 7-5,3,R16,113.0,5.0,4.0,75.0,43.0,30.0,21.0,15.0,3.0,6.0,5.0,3.0,115.0,75.0,45.0,23.0,15.0,12.0,15.0,76.0,722.0,57.0,920.0
2018-7650,Antalya,20180625,Grass,104198,104898,6-2 6-7(5) 7-6(2),3,R16,146.0,9.0,4.0,109.0,71.0,55.0,26.0,16.0,5.0,5.0,13.0,4.0,118.0,72.0,58.0,18.0,16.0,7.0,9.0,69.0,834.0,44.0,1075.0
2018-7650,Antalya,20180625,Grass,104792,104882,6-3 5-7 7-5,3,R16,124.0,19.0,6.0,108.0,74.0,57.0,13.0,17.0,5.0,7.0,9.0,1.0,86.0,53.0,40.0,19.0,16.0,2.0,5.0,41.0,1130.0,176.0,328.0
2018-7650,Antalya,20180625,Grass,105311,105806,6-7(4) 6-4 6-4,3,R16,147.0,6.0,2.0,125.0,59.0,39.0,38.0,16.0,15.0,18.0,8.0,2.0,101.0,61.0,38.0,23.0,16.0,5.0,10.0,47.0,1016.0,78.0,719.0
2018-7650,Antalya,20180625,Grass,105173,105575,6-4 7-5,3,R16,78.0,10.0,3.0,61.0,37.0,30.0,14.0,11.0,4.0,5.0,2.0,3.0,61.0,46.0,30.0,7.0,11.0,3.0,6.0,24.0,1580.0,96.0,585.0
2018-7650,Antalya,20180625,Grass,106000,105732,6-4 6-1,3,QF,63.0,1.0,1.0,46.0,32.0,23.0,12.0,8.0,1.0,1.0,4.0,5.0,56.0,34.0,20.0,9.0,9.0,2.0,6.0,30.0,1460.0,75.0,725.0
2018-7650,Antalya,20180625,Grass,106210,105932,7-6(5) 6-2,3,QF,77.0,5.0,2.0,65.0,49.0,38.0,10.0,10.0,3.0,3.0,6.0,6.0,63.0,39.0,35.0,7.0,10.0,2.0,4.0,103.0,550.0,76.0,722.0
2018-7650,Antalya,20180625,Grass,104792,104198,7-6(3) 6-4,3,QF,77.0,12.0,0.0,59.0,46.0,42.0,8.0,11.0,1.0,1.0,3.0,5.0,74.0,48.0,33.0,15.0,11.0,1.0,2.0,41.0,1130.0,69.0,834.0
2018-7650,Antalya,20180625,Grass,105173,105311,7-6(3) 6-4,3,QF,103.0,7.0,3.0,84.0,52.0,38.0,19.0,11.0,9.0,9.0,7.0,2.0,72.0,48.0,36.0,11.0,11.0,4.0,5.0,24.0,1580.0,47.0,1016.0
2018-7650,Antalya,20180625,Grass,106000,106210,6-3 7-6(1),3,SF,80.0,5.0,1.0,69.0,44.0,30.0,16.0,11.0,6.0,8.0,5.0,2.0,59.0,41.0,28.0,5.0,10.0,3.0,6.0,30.0,1460.0,103.0,550.0
2018-7650,Antalya,20180625,Grass,105173,104792,4-6 7-6(4) 6-4,3,SF,121.0,1.0,3.0,100.0,69.0,50.0,19.0,16.0,5.0,7.0,17.0,3.0,86.0,63.0,50.0,13.0,16.0,2.0,4.0,24.0,1580.0,41.0,1130.0
2018-7650,Antalya,20180625,Grass,106000,105173,6-1 1-6 6-1,3,F,85.0,8.0,2.0,63.0,36.0,26.0,14.0,11.0,0.0,2.0,1.0,0.0,61.0,41.0,26.0,7.0,10.0,5.0,9.0,30.0,1460.0,24.0,1580.0
2018-M016,Eastbourne,20180625,Grass,104918,104527,6-1 6-3,3,R32,77.0,2.0,2.0,57.0,31.0,25.0,13.0,8.0,4.0,4.0,8.0,4.0,59.0,36.0,19.0,11.0,8.0,4.0,8.0,156.0,360.0,225.0,255.0
2018-M016,Eastbourne,20180625,Grass,105062,200282,6-1 6-2,3,R32,63.0,1.0,0.0,57.0,38.0,29.0,10.0,8.0,7.0,7.0,5.0,2.0,41.0,25.0,14.0,5.0,7.0,2.0,6.0,90.0,644.0,77.0,719.0
2018-M016,Eastbourne,20180625,Grass,103970,126610,7-5 6-3,3,R32,86.0,0.0,2.0,85.0,53.0,34.0,16.0,11.0,8.0,11.0,3.0,0.0,48.0,24.0,20.0,6.0,10.0,0.0,5.0,38.0,1155.0,80.0,717.0
